date,day of year,method,site,treat,seg,rep,ephemeroptera,ameletus,acentrella,baetis,diphetor,drunella doddsii,drunella grandis,drunella colorodensis,serratella,ephemerella,epeorus,rhithrogina,heptagenia,cinygmula,paraleptophlebia,plecoptera ,capniidae,chloroperlidae,sweltsa,zapada,perlidae,hesperoperla,claassenia,perlodidae,isoperla,skwala,megarcys,diura,doroneuria,paraleuctra,tricoptera,brachycentrus,glossosoma,arctopsyche,hydropsyche,hydroptila,lepidostoma,rhyacohila,limnephilidae,micrasema,neophylax,amiocentrus,neothrema,anagopetus,cheumatopsyche,oligophlebodes,chironomidae,chironomini,orthocladinae,diamisini,tanypodinae,tanytarsini,diptera,ptychopteridae,empididae,syrphidae,ceratopogonidae,dixidae,simulium,antocha,dicronota,hexatoma,tipula,chelifera/neoplasta,culicidae,pericoma,tabanidae,psychodidae,ephydridae,dixa,stratiomyidae,coleoptera,heterlimnius,zaitzevia,dytiscidae,haliplidae,hydraenidae,hydrophilidae,narpus,lara,hemiptera,notonectidae,gyrinidae,gerridae,gastropoda,physa,pisidium,lymnaeidae,gyraulus,acari,oligochaeta,nematoda,turbellaria,lumbricidae,zygoptera,anisoptera,collembola,total ,perchiro,perept
7/12/2021,193,benthic,lp,bda,low,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,36,0,30,0,6,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,60,0,0,6,2,0,2,0,0,0,0,111,32.43,1.8
7/12/2021,193,benthic,lp,bda,mid,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,3,95,1,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,0,6,0,0,1,10,0,4,0,0,0,0,159,84.91,0
7/12/2021,193,benthic,lp,bda,mid,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,63,47,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,56,0,56,0,0,0,13,0,0,0,0,0,0,200,65,0
7/12/2021,193,benthic,lp,bda,mid,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,7,27,0,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,72,0,72,0,0,0,13,0,12,0,0,0,0,160,37.5,0.63
7/12/2021,193,benthic,lp,bda,up,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,25,0,23,1,#REF!,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,2,1,0,0,0,0,0,0,0,0,14,0,14,0,0,2,5,0,3,0,0,0,0,78,62.82,0
7/12/2021,193,benthic,lp,bda,up,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,109,0,47,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,50,0,49,1,0,1,14,0,5,0,0,0,0,235,68.51,0
7/12/2021,193,benthic,lp,bda,up,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,6,51,0,31,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,40,1,0,1,7,0,8,0,0,0,0,153,61.44,0.65
7/12/2021,193,benthic,lp,ref,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,5,40,0
7/12/2021,193,benthic,lp,ref,low,2,29,0,0,28,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,67,0,11,0,54,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,14,0,2,0,2,0,0,0,0,0,0,0,11,2,9,0,0,140,22,0,68,0,0,0,0,366,18.31,10.66
7/12/2021,193,benthic,lp,ref,low,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,0,0,0,0,24,0,8.33
7/12/2021,193,benthic,lp,ref,mid,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,1,0,0,0,0,0,0,0,0,0,5,1,4,0,0,24,9,0,2,0,0,0,0,59,23.73,0
7/12/2021,193,benthic,lp,ref,mid,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,0,0,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,9,0,9,0,0,16,4,0,1,0,1,0,0,70,51.43,0
7/12/2021,193,benthic,lp,ref,mid,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43,0,6,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,35,5,0,2,0,0,0,0,90,47.78,2.22
7/12/2021,193,benthic,lp,ref,up,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,4,0,0,0,0,0,0,0,1,0,1,0,0,6,3,0,1,0,0,0,0,19,10.53,0
7/12/2021,193,benthic,lp,ref,up,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,9,44.44,0
7/12/2021,193,benthic,lp,ref,up,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,0,13,0,0,0,0,62,3.23,0
7/13/2021,194,benthic,fish,bda,low,1,28,0,0,12,1,0,1,0,5,0,0,0,1,7,1,48,0,0,0,45,0,0,0,0,3,0,0,0,0,0,8,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,7,0,5,0,1,1,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,3,0,1,0,0,3,0,0,0,0,27,0,27,0,0,12,3,0,12,0,0,0,0,176,3.98,47.73
7/13/2021,194,benthic,fish,bda,low,2,68,1,0,29,0,15,1,1,4,0,1,0,0,14,2,20,0,0,4,9,0,1,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,14,0,13,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,35,0,0,0,1,0,0,0,0,0,0,0,8,0,8,0,0,1,4,1,15,1,0,0,0,179,7.82,54.19
7/13/2021,194,benthic,fish,bda,low,3,55,0,0,11,3,18,1,0,0,0,0,0,0,17,5,13,0,0,1,5,0,2,1,3,0,0,0,0,0,1,7,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,9,6,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,99,9.09,75.76
7/13/2021,194,benthic,fish,bda,mid,1,13,7,0,2,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,28,0,26,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7,0,7,0,0,1,5,0,0,0,0,0,0,60,46.67,30
7/13/2021,194,benthic,fish,bda,mid,2,24,1,0,16,3,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,13,0,11,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,48,27.08,56.25
7/13/2021,194,benthic,fish,bda,mid,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,26,3,13,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,11,0,0,0,0,0,0,48,54.17,10.42
7/13/2021,194,benthic,fish,bda,up,1,10,6,0,2,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,87,19,40,8,10,10,7,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,4,0,2,0,0,0,0,0,0,0,0,0,28,0,28,0,0,1,66,0,1,0,0,0,0,210,41.43,6.67
7/13/2021,194,benthic,fish,bda,up,2,79,7,0,13,8,14,5,0,4,0,0,0,0,20,8,13,0,0,5,6,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,4,0,36,2,0,0,0,155,3.87,61.29
7/13/2021,194,benthic,fish,bda,up,3,21,2,0,5,1,6,0,0,1,0,0,0,0,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,36,0,75
7/13/2021,194,benthic,fish,ref,low,1,79,0,0,29,0,29,7,0,7,0,0,0,0,7,0,8,0,0,2,3,0,3,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,1,0,5,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,0,0,0,126,1.59,77.78
7/13/2021,194,benthic,fish,ref,low,2,67,0,0,23,1,19,8,0,6,0,0,0,0,8,2,15,0,0,0,9,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,22,0,0,0,0,136,0.74,63.97
7/13/2021,194,benthic,fish,ref,low,3,102,0,0,46,0,21,1,0,22,0,0,0,0,11,1,17,0,0,4,10,0,3,0,0,0,0,0,0,0,0,16,0,0,2,0,0,0,7,0,6,1,0,0,0,0,0,7,0,2,5,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,0,0,0,0,195,3.59,69.23
7/13/2021,194,benthic,fish,ref,mid,1,52,0,0,23,0,16,1,0,5,0,0,0,0,7,0,25,0,0,6,16,0,2,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,3,2,0,0,0,0,0,5,0,0,2,0,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,27,25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,24,4,0,0,0,156,3.21,54.49
7/13/2021,194,benthic,fish,ref,mid,2,28,0,0,6,0,14,1,1,2,0,0,0,0,4,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,3,0,0,8,0,0,0,0,55,1.82,61.82
7/13/2021,194,benthic,fish,ref,mid,3,49,0,0,30,0,10,1,0,7,0,0,0,0,1,0,7,0,0,0,4,0,2,0,1,0,0,0,0,0,0,5,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,1,0,1,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,74,2.7,82.43
7/13/2021,194,benthic,fish,ref,up,1,110,0,0,59,0,17,8,2,19,0,1,0,0,4,0,15,0,0,0,10,0,0,1,0,0,0,3,1,0,0,15,1,0,3,0,0,0,3,0,5,3,0,0,0,0,0,14,0,13,0,1,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,13,0,0,0,0,180,7.78,77.78
7/13/2021,194,benthic,fish,ref,up,2,64,0,0,38,1,5,2,6,1,0,0,0,0,11,0,6,0,0,0,4,0,0,1,0,0,0,0,1,0,0,7,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,5,0,5,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,106,4.72,72.64
7/13/2021,194,benthic,fish,ref,up,3,77,0,0,53,0,11,2,2,3,0,1,0,0,5,0,5,0,0,1,3,0,0,0,0,0,0,1,0,0,0,13,0,0,9,0,0,0,3,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,110,1.82,86.36
7/15/2021,196,benthic,tp,bda,low,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,49,6,12,0,24,7,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,142,0,142,0,0,1,7,0,12,1,0,0,0,235,20.85,7.23
7/15/2021,196,benthic,tp,bda,low,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,6,0,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,26,23.08,61.54
7/15/2021,196,benthic,tp,bda,low,3,24,1,0,0,10,0,7,0,0,0,0,0,0,0,6,4,0,0,0,2,0,0,0,0,2,0,0,0,0,0,23,0,0,0,0,8,8,0,0,7,0,0,0,0,0,0,45,2,21,1,17,4,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,6,2,0,12,0,0,0,0,140,32.14,36.43
7/15/2021,196,benthic,tp,bda,mid,1,7,0,0,0,5,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,10,8,0,57,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,7,9,0,27,0,0,0,0,151,51.66,7.28
7/15/2021,196,benthic,tp,bda,mid,2,7,0,0,0,0,0,4,0,0,0,0,0,0,1,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0,0,24,25,41.67
7/15/2021,196,benthic,tp,bda,mid,3,9,0,0,0,1,0,0,0,0,0,0,0,0,7,1,31,0,0,0,26,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,19,2,6,0,9,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,47,0,47,0,0,2,16,0,3,0,0,0,0,135,14.07,31.11
7/15/2021,196,benthic,tp,bda,up,1,33,0,0,0,7,0,1,0,11,0,0,0,1,6,7,71,0,0,1,57,0,0,0,0,13,0,0,0,0,0,7,0,0,0,0,2,0,3,0,2,0,0,0,0,0,0,30,2,16,0,12,0,27,0,0,0,0,0,25,0,2,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,25,1,0,48,0,0,0,0,252,11.9,44.05
7/15/2021,196,benthic,tp,bda,up,2,6,0,0,0,0,0,0,0,1,0,0,0,0,1,4,36,0,0,0,31,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,10,0,5,0,5,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,19,0,0,0,0,97,10.31,46.39
7/15/2021,196,benthic,tp,bda,up,3,65,0,0,0,9,0,14,0,17,0,0,0,0,22,3,97,0,0,1,76,0,0,0,0,20,0,0,0,0,0,5,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,34,2,25,0,7,0,10,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,18,9,0,16,0,0,0,0,263,12.93,63.5
7/15/2021,196,benthic,tp,ref,low,1,124,0,0,1,7,0,18,0,33,0,1,0,1,4,59,16,0,0,3,11,0,0,0,0,2,0,0,0,0,0,34,0,0,0,0,20,0,9,0,5,0,0,0,0,0,0,11,2,7,0,1,1,10,0,0,0,0,0,6,0,3,0,0,1,0,0,0,0,0,0,0,50,49,1,0,0,0,0,0,0,0,0,0,0,50,1,47,2,0,71,21,0,173,0,0,0,0,560,1.96,31.07
7/15/2021,196,benthic,tp,ref,low,2,14,1,0,0,6,0,1,0,3,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11,1,10,0,0,6,5,0,11,0,0,0,0,63,19.05,26.98
7/15/2021,196,benthic,tp,ref,low,3,13,3,0,1,4,0,0,0,0,0,0,0,0,0,5,9,0,0,3,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,60,12,12,0,33,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,21,1,20,0,0,8,10,1,28,0,0,0,0,159,37.74,16.98
7/15/2021,196,benthic,tp,ref,mid,1,17,0,0,0,11,0,0,0,1,0,0,0,1,4,0,4,0,0,0,3,0,0,0,1,0,0,0,0,0,0,19,0,0,0,0,2,0,4,0,13,0,0,0,0,0,0,7,0,5,0,0,2,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,64,10.94,62.5
7/15/2021,196,benthic,tp,ref,mid,2,24,7,0,0,8,0,1,0,2,0,0,0,0,1,5,14,0,0,0,2,0,0,0,0,12,0,0,0,0,0,14,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,8,0,5,0,3,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,16,1,0,26,0,0,0,0,126,6.35,41.27
7/15/2021,196,benthic,tp,ref,mid,3,24,6,0,0,13,0,1,0,0,0,0,0,0,3,1,8,0,0,0,1,0,0,0,0,7,0,0,0,0,0,14,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,48,0,10,0,38,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,0,12,1,0,23,0,0,0,0,151,31.79,30.46
7/15/2021,196,benthic,tp,ref,up,1,170,2,0,0,13,0,40,0,36,0,0,0,0,14,65,15,0,0,1,3,0,0,0,11,0,0,0,0,0,0,56,0,0,0,0,17,0,3,0,36,0,0,0,0,0,0,12,1,11,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,30,29,1,0,0,0,0,0,0,0,0,0,0,8,1,0,7,0,29,2,0,59,0,0,0,0,393,3.05,61.32
7/15/2021,196,benthic,tp,ref,up,2,54,3,0,0,15,0,5,0,18,0,0,0,0,10,3,35,0,0,3,9,0,0,0,0,23,0,0,0,0,0,30,0,0,0,0,12,0,0,0,18,0,0,0,0,0,0,11,0,3,0,2,6,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,47,2,45,0,0,29,6,0,110,0,0,0,0,339,3.24,35.1
7/15/2021,196,benthic,tp,ref,up,3,84,3,0,0,12,0,6,0,36,0,0,0,0,12,15,57,0,1,21,25,0,0,0,10,0,0,0,0,0,0,38,0,0,0,0,14,0,8,0,16,0,0,0,0,0,0,12,0,4,0,0,8,17,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,0,0,0,32,30,2,0,0,0,0,0,0,0,0,0,0,81,0,80,1,0,53,1,0,162,0,0,0,0,537,2.23,33.33
8/8/2021,220,benthic,lp,bda,low,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,57,0,27,1,27,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,3,0,0,0,0,0,0,0,29,0,29,0,0,43,14,0,39,0,0,0,0,194,29.38,2.58
8/8/2021,220,benthic,lp,bda,low,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,16,270,1,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,86,0,86,0,0,12,63,3,18,0,0,1,0,497,62.78,0
8/8/2021,220,benthic,lp,bda,low,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,19,0,8,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,1,2,2,0,0,0,0,0,0,52,6,46,0,0,34,30,0,25,0,0,0,0,182,16.48,0.55
8/9/2021,221,benthic,lp,bda,mid,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,149,264,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,78,0,0,0,45,0,2,0,0,0,0,600,79.17,0
8/9/2021,221,benthic,lp,bda,mid,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1487,618,687,0,1,181,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,85,0,85,0,0,0,118,0,3,0,0,0,0,1699,87.52,0
8/9/2021,221,benthic,lp,bda,mid,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,114,303,0,18,21,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,6,12,0,0,0,0,0,1,0,0,258,0,258,0,0,0,135,0,33,0,0,0,0,909,50.17,0.22
8/9/2021,221,benthic,lp,bda,up,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,265,89,150,0,10,16,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,3,0,1,2,0,0,0,0,0,0,0,0,132,0,132,0,0,2,17,0,0,0,0,0,0,428,61.92,0.93
